ASSET ID,ASSET NAME,RESOURCE ID,Fuel Type,RESOURCE NAME,GENERATOR TYPE,Primary Fuel Type,ALT FUEL TYPE,EIA PLANT NUMBER,Nameplate Capacity (MW)
40338,MAINE INDEPENDENCE STATION 1,1216.0,Gas,MAINE INDEPENDENCE STATION,COMBINED CYCLE,NG,,55068,209.44269183357295
40339,MAINE INDEPENDENCE STATION 2,1216.0,Gas,MAINE INDEPENDENCE STATION,COMBINED CYCLE,NG,,55068,209.44269183357295
40343,BULL HILL WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,57083,462.31443505341394
40482,DURFEE UNION MILLS BLDG 9 - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.6934207002711985
40484,BANCROFT SCHOOL PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.6934207002711985
40520,MANCHESTER-BOSTON REGIONAL PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.055919584463328
40555,BLACKCOMB WORC MA PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.068090842638462
40653,MADISON_GEN,40653.0,ES,Madison BESS,ENERGY STORAGE NON-PUMP,MWH,,64765,66.89717358029681
40766,CVEC_BARNSTABLE_FIRE_ID2423,40766.0,Solar,CVEC BARNSTABLE FIRE 2423,PHOTOVOLTAIC,SUN,,,10.583879376694991
40767,DY_HIGH_SCHOOL_ID2175,40767.0,Solar,CVEC DY HIGH SCHOOL 2175 2173,PHOTOVOLTAIC,SUN,,,7.055919584463328
40768,CVC_EASTHAM_LANDFILL_ID1915,40768.0,Solar,CVEC EASTHAM 1915,PHOTOVOLTAIC,SUN,,,7.055919584463328
40786,NM CITY OF CAMBRIDGE_ID2264395,40786.0,Solar,Cambridge Park Solar,PHOTOVOLTAIC,SUN,,,6.576117052719822
40789,NM 9_MAXWELLS-GREEN_ID2253374,40789.0,Solar,Maxwell Green Solar,PHOTOVOLTAIC,SUN,,,0.7055919584463328
40796,SOLECT_ENERGY_PTNRS1_ID2152923,40796.0,Solar,Charles Moore Arena,PHOTOVOLTAIC,SUN,,,4.2335517506779965
40797,SOLECT_ENERGY_DEV_PV_ID2015374,40797.0,Solar,Holliston Field 2,PHOTOVOLTAIC,SUN,,,4.2335517506779965
40800,HAYDEN-ROWE_SOLAR_ID2057252,40800.0,Solar,Hayden Rowe Solar Farm,PHOTOVOLTAIC,SUN,,,4.34644646402941
41428,NM UCCT SOLAR GROUP_ID2101008,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.604340731057675
41807,NM-PITTSFIELD WWTP,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,21.167758753389982
41816,QUABOAG REGIONAL ELEM - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.4111839168926656
41821,NEW ENGLAND TECH WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,14.111839168926656
41822,SOLTAS CBIS INC - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.2335517506779965
41827,TOWN_OF_FAIRHAVEN_WT_ID1663,,Wind,NO RESOURCE,WIND TURBINE,WND,,,21.167758753389982
41828,TOWN_OF_FAIRHAVEN_WT_ID1664,,Wind,NO RESOURCE,WIND TURBINE,WND,,,21.167758753389982
41829,MWRA_ALFORD_ST_WT_ID1638,,Wind,NO RESOURCE,WIND TURBINE,WND,,,21.167758753389982
41838,WEST BROOKFIELD ELEM - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.354736560216959
41839,ARPIN ASSOCIATES - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.1167758753389982
41841,EXAJOULE FRANKLIN PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.6690781839209308
41842,KB SOLAR LLC - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.527959792231664
41847,FISHERMENS MEMORIAL PARK- WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,1.4111839168926656
41848,SOLAR SHOP WHITINSVILLE - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.055919584463328
41857,HI- GEAR (QF),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,9.525491439025494
41864,NM-EHAMPTON MA LANDFILL,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,58272,28.22367833785331
41868,AGREEN01543SOLAR980NM,,Gas-Other,NO RESOURCE,INTERNAL COMBUSTION,OBG,,,0.7446040811772017
41870,EXAJOULE RENEWABLES PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,5.080262100813596
41871,QUABBIN SOLAR - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
41879,WESTFORD SOLAR 1- PV,38181.0,Solar,Westford Solar,PHOTOVOLTAIC,SUN,,58534,14.111839168926656
41880,WESTFORD SOLAR 2- PV,38181.0,Solar,Westford Solar,PHOTOVOLTAIC,SUN,,58534,14.111839168926656
41882,NEXAMP CAP-NASHOBA VALLEY THS,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.354736560216959
41923,BLACKCOMB SOLAR III-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42045,NM-GREENFIELD MA LANDFILL,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,28.22367833785331
42048,TANTASQUA HIGH- PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,8.26953775299102
42050,PETE'S TIRE BARN,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.1873350711836315
42083,CANTON_LANDFILL_PV_ID1726,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,42.335517506779965
42104,HYDEPARKSTORPV_ID1919,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.6812494420960644
42106,SUBURBANATHLETIC2_ID1637,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.552302308581932
42107,4M_ALDRINRDPV_ID1856,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.8223678337853313
42108,BROADWAY_RENEWABLE_ID1772,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,12.799438126216478
42109,COCHITUATERD_FRAMPV_ID1873,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.8788151904610375
42110,DOUGLAS_SCHOOLPV_ID1464,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.3406247210480322
42111,HYANNIS_SELF_STOR_ID1946,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.703123605240161
42112,POND_ST_ASHLAND_ID1736,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.055919584463328
42114,PUMPKIN HILL,1258.0,Hydro,BHE SMALL HYDRO COMPOSITE,HYDRO: RUN OF RIVER,WAT,,50699,1.585702772874306
42115,GLC_ACUSHNETLLC_ID1821_1824,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,49.3914370912433
42116,DSD_REALTY_TRUST_ID1672,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,24.272363370553848
42117,CONST_SOLAR_NORFOLK_ID1846,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,22.57894267028265
42118,CONED_HIXVILLERD_ID1862,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,28.22367833785331
42123,KEZAR MIDDLE FALLS,786.0,Hydro,KEZAR LEDGEMERE COMPOSITE,HYDRO: RUN OF RIVER,WAT,,,0.9740637061930332
42149,FAVORITE FOODS PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.6350327626016995
42193,TRUE NORTH ENERGY A,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,14.111839168926656
42194,TRUE NORTH ENERGY B,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,14.111839168926656
42195,TRUE NORTH ENERGY C,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,10.583879376694991
42196,TRUE NORTH ENERGY D,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,14.111839168926656
42197,TRUE NORTH ENERGY E,38561.0,Solar,True North,PHOTOVOLTAIC,SUN,,,14.111839168926656
42202,DR AMP 100 AMES POND - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.157170811851986
42203,WESTFORD SOLAR 3 - PV,38181.0,Solar,Westford Solar,PHOTOVOLTAIC,SUN,,58534,14.111839168926656
42212,DR AMP 200 AMES POND - PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.3406247210480322
42214,ORCHARD MADE PRODUCTS,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.6812494420960644
42344,CAMELOT_WIND_ID1240,,Wind,NO RESOURCE,WIND TURBINE,WND,,,21.167758753389982
42347,CONSTELLATION SOLAR-UXBRG-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,57941,28.22367833785331
42350,BARRETT-FRANKLIN-SOLAR,38655.0,Solar,Barrett Distribution - Franklin Solar,PHOTOVOLTAIC,SUN,,,7.055919584463328
42351,OMA GROUP-CHARLTON-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42352,OSG SOLAR 1-ORANGE-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42353,OSG SOLAR 2-ORANGE-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42354,OSG SOLAR 3-ORANGE-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,10.583879376694991
42355,CIL CEDAR-MARLBORO-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.110426360145242
42357,UP BLACKSTONE WWTP-MILLBURY-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.2335517506779965
42364,CAPITAL GROUP-SOUTHBORO-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42365,LOFT 27-LOWELL-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.8807557714548304
42366,SOLTAS SPECTOR-LAWRENCE-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.2335517506779965
42375,DEXTER 1,392.0,Gas,DEXTER,COMBINED CYCLE,NG,DFO,10567,43.30860472153112
42376,DEXTER 2,392.0,Gas,DEXTER,COMBINED CYCLE,NG,,10567,14.436201573843706
42394,WINDENERGYDEV-NKINGSTOWN-WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,21.167758753389982
42439,CITY OF BROCKTON-SWANSEA-PV1,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42440,CITY OF BROCKTON-SWANSEA-PV2,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42448,CITY OF GLOUCESTER 1 - WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,28.22367833785331
42449,CITY OF GLOUCESTER 2 - WIND,,Wind,NO RESOURCE,WIND TURBINE,WND,,,28.22367833785331
42482,CITY_OF_WALTHAM_PV_ID1805,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.7235849596028445
42483,FIRST_HIGHLAND_PV_ID2021,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,13.759043189703489
42484,UNITEDSALVAGE_PV_ID1966,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,11.402366048492738
42485,SOLCHEMY_PV_ID1969,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.13476887649551
42486,AIRPORT_WAY_PV_ID1875,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,17.4704568911312
42487,BILL_BENNETT_PV_ID1967,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,8.368320627173507
42495,VARIANSEMICON-GLOUCESTER-WT,,Wind,NO RESOURCE,WIND TURBINE,WND,,,35.27959792231664
42496,HANOVER SOLAR-LEICESTER-PV,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42497,WESTFORD SOLAR 4- PV,38181.0,Solar,Westford Solar,PHOTOVOLTAIC,SUN,,58534,14.111839168926656
42597,GPT JACLEN-BEVERLY-CHP,,Gas,NO RESOURCE,INTERNAL COMBUSTION,NG,,,0.05698500621254094
42598,NEW BARRE HYDRO,852.0,Hydro,SOUTH BARRE HYDRO,HYDRO: RUN OF RIVER,WAT,,,0.07598000828338793
42603,BARRE1-750BARRE-01005-PV,41321.0,Solar,MA_401_0.8 PV_750 S BARRE RD_BARRE,PHOTOVOLTAIC,SUN,,,11.289471335141325
42612,NPPDEVELOP-370PATRIOT-02035-PV,41316.0,Solar,MA_356_0.495 PV_370 PATRIOT PL_FOXBORO,PHOTOVOLTAIC,SUN,,,6.985360388618695
42631,CABRAL-247BAKER-02777-PV,41370.0,Solar,MA_343_0.5 PV_247 BAKER RD_SWANSEA,PHOTOVOLTAIC,SUN,,,7.055919584463328
42641,NATICKMEMORIALSCHOOL_PV_ID1892,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.975657483649732
42812,PEGASUS_PV_ID1809,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
42817,IKEA 158-0223PV520QF,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.3381563678418615
42821,GLC-MA ACUSHNET_PV_ID2109,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,9.158583620633399
43409,GLC-MA ACUSHNET_PV_ID1827,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,18.40183827628036
43422,EPG SOLAR 1 - 01550PV1500NM,41209.0,Solar,MA_318_1.5 PV_247 BLACKMERE RD_SOUTHBRIDGE,PHOTOVOLTAIC,SUN,,,21.167758753389982
43423,EPG SOLAR 2 - 01550PV1500NM,41214.0,Solar,MA_319_1.5 PV_247 BLACKMERE RD_SOUTHBRIDGE,PHOTOVOLTAIC,SUN,,,21.167758753389982
43424,PINGREE SCHL - 01982PV200QF,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.8223678337853313
43426,ABBOTT MILL - 01886PV235NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.316282204697764
43491,146 CAMPANELLI-02072PV332NM,41429.0,Solar,MA_366_0.332 PV_146 CAMPANELLI PK_STOUGHTON,PHOTOVOLTAIC,SUN,,,4.68513060408365
43492,NARR BAY - 02903WT4500NM,,Wind,NO RESOURCE,WIND TURBINE,WND,,,63.50327626016995
43509,DOUGLAS SOLAR-01516PV2000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,28.22367833785331
43510,SANDF MGMNT-02725PV623NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,8.791675802241306
43512,WEST GREENWICH - 02817PV2000DG,38834.0,Solar,DGSC PV1666_179 Plain Meeting House Rd_West Greenwich,PHOTOVOLTAIC,SUN,,,28.22367833785331
43527,STUART THOMAS - 02842PV500DG,38833.0,Solar,DGSC PV405_28 Jacome Way_Middletown,PHOTOVOLTAIC,SUN,,,7.055919584463328
43531,28 HASTINGS - 01756PV100NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.4111839168926656
43572,JDH_SOLAR_SYSTEMS_PV_2221,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,9.172695459802327
43573,NEW_ENGLAND_RESINS_PV_2309,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,0.8467103501355993
43574,TOWN_OF_FAIRHAVEN_LF_PV_1714,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.055919584463328
43575,NE_ELEMENTARY_WALTHAM_PV_1872,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.6549663447520038
43576,GLC_ACUSHNET_PV_1888,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,12.940556517905744
43577,GLC_ACUSHNET_PV_1889,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,12.940556517905744
43578,GLC_ACUSHNET_PV_1890,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,12.940556517905744
43579,GOIS_SOLAR_ONE_PV_2040,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,11.59993179685771
43580,JERICHO WIND,38421.0,Wind,Jericho Power,WIND TURBINE,WND,,59070,191.03902274934458
43586,COMTRAN CABLE-02864PV400DG,38853.0,Solar,DGSC PV400_1 Ralco Way_Cumberland,PHOTOVOLTAIC,SUN,,,5.644735667570663
43587,TRAVIS_HOSPITALITY_PV_2239,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.046216679494365
43607,COX PRTSMTH-02871PV500DG,38855.0,Solar,DGSC PV500_1060 West Main Rd_Portsmouth,PHOTOVOLTAIC,SUN,,,7.055919584463328
43623,E BRIDGEWATER-02333PV2000NM,38114.0,Solar,East Bridgewater Solar Energy Project,PHOTOVOLTAIC,SUN,,,28.22367833785331
43643,SUNGEN UXBRIDGE1-01569PV950NM,38558.0,Solar,Fall River- Uxbridge,PHOTOVOLTAIC,SUN,,,13.406247210480322
43644,SUNGEN UXBRIDGE2-01569PV950NM,38558.0,Solar,Fall River- Uxbridge,PHOTOVOLTAIC,SUN,,,13.406247210480322
43645,SUNGEN UXBRIDGE3-01569PV950NM,38558.0,Solar,Fall River- Uxbridge,PHOTOVOLTAIC,SUN,,,13.406247210480322
43652,TWN W BRDGEWTR-02379PV1500NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,21.167758753389982
43654,3 COUNTY FAIR ASN-01060PV250NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.527959792231664
43657,RIPTA - 02907PV300NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,4.2335517506779965
43658,TWN LANCASTER-01523PV500QF,41038.0,Solar,MA_299_0.5 PV_0 LUNENBURG RD_LANCASTER,PHOTOVOLTAIC,SUN,,,7.055919584463328
43659,TWN OF SCITUATE2-02066PV1500NM,41380.0,Solar,MA_377_1.5 PV_280 DRIFTWAY_SCITUATE,PHOTOVOLTAIC,SUN,,,21.167758753389982
43678,DISCOVER MARBLE - 01527PV142NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.003881161987585
43682,NEXTSUN ENERGY-01516PV3000NM,41376.0,Solar,MA_351_3 PV_436 NE MAIN ST_DOUGLAS,PHOTOVOLTAIC,SUN,,,42.335517506779965
43683,TWN OF SCITUATE1-02066PV1500NM,41378.0,Solar,MA_376_1.5 PV_280 DRIFTWAY_SCITUATE,PHOTOVOLTAIC,SUN,,,21.167758753389982
43684,KEY BOSTON-02038PV2000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,28.22367833785331
43685,CONANICUT MARINE-02835PV120DG,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.6934207002711985
43687,SUNGEN ORANGE1-01364PV1500NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,21.167758753389982
43688,SUNGEN ORANGE2-01364PV1500NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.055919584463328
43698,NTHBRDGE SOLAR-01560PV1910NM,41374.0,Solar,MA_350_1.91 PV_116 Milford Road_South Grafton,PHOTOVOLTAIC,SUN,,,26.95361281264991
43706,CITY OF LOWELL1-01364PV2000NM,41324.0,Solar,MA_406_2 PV_702 S MAIN ST_ORANGE,PHOTOVOLTAIC,SUN,,,28.22367833785331
43707,CITY OF LOWELL2-01364PV1000NM,41322.0,Solar,MA_405_1 PV_702 S MAIN ST_ORANGE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43709,CITY OF LOWELL 1-01331PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43710,CITY OF LOWELL 2-01331PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43711,CITY OF LOWELL 3-01331PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43716,NEXAMP-02852PV2000DG,38843.0,Solar,DGSC PV2000_338 Compass Circle_North Kingstown,PHOTOVOLTAIC,SUN,,,28.22367833785331
43717,ASSUMPTION-01562PV2000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,28.22367833785331
43729,GRAFTON WATER-01519PV1500NM,38527.0,Solar,Grafton WD,PHOTOVOLTAIC,SUN,,,21.167758753389982
43734,TOWN EASTON-02375PV1500NM,41184.0,Solar,MA_363_1.5 PV_114 PROSPECT ST_SOUTH EASTON,PHOTOVOLTAIC,SUN,,,21.167758753389982
43750,CANTON HIGH SCHOOL 2009,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,7.055919584463328
43762,FORBES STREET 1-02914PV3000DG,38842.0,Solar,DGSC PV3000_Forbes St Landfill_East Providence,PHOTOVOLTAIC,SUN,,,42.335517506779965
43840,SOLVENTERRA-01069PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43841,FLAIR ONE-01507PV950NM,41141.0,Solar,MA_305_0.95 PV_0 BAY-PATH RD_CHARLTON,PHOTOVOLTAIC,SUN,,,13.406247210480322
43842,FORRESTALL-01507PV950NM,41143.0,Solar,MA_306_0.95 PV_0 BAY-PATH RD_CHARLTON,PHOTOVOLTAIC,SUN,,,13.406247210480322
43869,FRPV WEST-02720PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43870,FRPV EAST-02720PV1000NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43871,SYNAGRO-02895CHP2000QF,,Gas,NO RESOURCE,STEAM TURBINE,NG,,,1.5196001656677585
43874,MASS MOCA1-01247PV225NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,3.1751638130084974
43884,MASS MOCA3 01247PV177NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,2.497795532900018
43885,NM-HP HOOD AND SONS,38575.0,Solar,Agawam Solar,PHOTOVOLTAIC,SUN,,,21.167758753389982
43886,NM-FRANKLIN COUNTY SHERIFF,38576.0,Solar,Whately,PHOTOVOLTAIC,SUN,,,21.167758753389982
43887,NM-TOWN OF AGAWAM SOLAR,38574.0,Solar,Route 57,PHOTOVOLTAIC,SUN,,,21.167758753389982
43892,SYNCARPHA SOLAR-01740PV4950NM,41356.0,Solar,MA_297_4.95 PV_125 STILL-RIVER RD_BOLTON,PHOTOVOLTAIC,SUN,,,69.85360388618695
43893,HUBBARDSTON-01452PV2000NM,38815.0,Solar,Hubbardston PV,PHOTOVOLTAIC,SUN,,,28.22367833785331
43903,SUNGEN-02720PV2850NM,38551.0,Solar,Fasll River - Innovation,PHOTOVOLTAIC,SUN,,,40.21874163144097
43904,CITY OF METHUEN-01523PV3000NM,41160.0,Solar,MA_296_3 PV_267 BROCKELMAN RD_LANCASTER,PHOTOVOLTAIC,SUN,,,42.335517506779965
43907,PALMER SOLAR-01069PV2000NM,41320.0,Solar,MA_399_2 PV_105 NORTH ST_PALMER,PHOTOVOLTAIC,SUN,,,28.22367833785331
43908,NEXTSUN ENERGY-02370PV2000NM,41319.0,Solar,MA_365_2 PV_880 BEECH ST_ROCKLAND,PHOTOVOLTAIC,SUN,,,28.22367833785331
43915,CITIZENS-02769PV2000NM,38579.0,Solar,Rehoboth,PHOTOVOLTAIC,SUN,,,28.22367833785331
43916,TOWN OF ADAMS-01220PV1000NM,41330.0,Solar,MA_414_1 PV_300 EAST RD_ADAMS,PHOTOVOLTAIC,SUN,,,14.111839168926656
43918,CITY OF LOWELL-01851PV1333NM,41387.0,Solar,MA_427_1.31101 PV_1020 WESTFORD ST_LOWELL,PHOTOVOLTAIC,SUN,,,18.81108161217923
43919,SOLVENTERRA 1-01535PV1000NM,41217.0,Solar,MA_334_1 PV_12A ORCHARD RD_N BROOKFIELD,PHOTOVOLTAIC,SUN,,,14.111839168926656
43920,SOLVENTERRA 2-01535PV1000NM,41043.0,Solar,MA_335_1 PV_12 ORCHARD RD_N BROOKFIELD,PHOTOVOLTAIC,SUN,,,14.111839168926656
43921,COXCOM-02893PV135DG,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,1.9050982878050986
43922,SOLVENTERRA 4-01083PV1000NM,41340.0,Solar,MA_393_1 PV_414 LITTLE-REST RD_WARREN,PHOTOVOLTAIC,SUN,,,14.111839168926656
43923,PLYMOUTH PUBLIC SCHOOLS-#2062,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,56.44735667570662
43924,TOWN OF DARTMOUTH #1777,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,17.63979896115832
43927,SOUTHERN SKY-CARVER #1 (1997),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43928,SOUTHERN SKY-CARVER #2 (1998),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43929,SOUTHERN SKY-CARVER #4 (2000),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43930,SOUTHERN SKY-CARVER #5 (2001),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43932,SOUTHERN SKY-CARVER #3 (1999),,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,14.111839168926656
43936,SOLVENTERRA 1-01083PV1000NM,41420.0,Solar,MA_389_1 PV_547-A LITTLE-REST RD_WARREN,PHOTOVOLTAIC,SUN,,,14.111839168926656
43937,SOLVENTERRA 2-01083PV1000NM,41409.0,Solar,MA_388_1 PV_547-B LITTLE-REST RD_WARREN,PHOTOVOLTAIC,SUN,,,14.111839168926656
43938,SOLVENTERRA 3-01083PV1000NM,41430.0,Solar,MA_387_1 PV_547 LITTLE-REST RD_WARREN,PHOTOVOLTAIC,SUN,,,14.111839168926656
43948,SUNGEN 1-01810PV950NM,38532.0,Solar,Leominster- South St.,PHOTOVOLTAIC,SUN,,,13.406247210480322
43949,SUNGEN 2-01810PV950NM,38532.0,Solar,Leominster- South St.,PHOTOVOLTAIC,SUN,,,13.406247210480322
43950,SUNGEN 3-01810PV950NM,38532.0,Solar,Leominster- South St.,PHOTOVOLTAIC,SUN,,,13.406247210480322
43951,SUNGEN-02720PV950NM,38548.0,Solar,Fall River- Commerce,PHOTOVOLTAIC,SUN,,,13.406247210480322
43952,KEARSARGE SOLAR-02038PV3000NM,38562.0,Solar,Franklin 1,PHOTOVOLTAIC,SUN,,,42.335517506779965
43953,KEARSARGE SOLAR-02038PV4000NM,38565.0,Solar,Franklin 2,PHOTOVOLTAIC,SUN,,,56.44735667570662
43954,NM-LUDLOW LANDFILL,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,28.22367833785331
43955,CITY OF METHUEN-01844PV1000NM,41295.0,Solar,MA_436_1 PV_0 KENSINGTON AV_METHUEN,PHOTOVOLTAIC,SUN,,,14.111839168926656
43956,MILLWORK-02920PV495NM,,Solar,NO RESOURCE,PHOTOVOLTAIC,SUN,,,6.985360388618695
43991,PROFETTY-02379PV300NM,41328.0,Solar,MA_375_0.3 PV_454 S MAIN ST_W BRIDGEWATER,PHOTOVOLTAIC,SUN,,,4.2335517506779965
43993,CITY OF MELROSE-02176PV260NM,41393.0,Solar,MA_441_0.26 PV_360 LYNN-FELLS PK_MELROSE,PHOTOVOLTAIC,SUN,,,3.6690781839209308
